shipment_id,origin,destination,weight_kg,status,date,carrier
1417,CDMX,Tijuana,32.6,in_transit,2024-01-14,Estafeta
1418,Tijuana,Puebla,35.3,delivered,2024-01-01,Redpack
1419,CDMX,Guadalajara,26.2,delivered,2024-04-23,FedEx
1420,monterrey,CDMX,21.4,in_transit,2024-02-03,FedEx
1421,Tijuana,Puebla,263.1,delivered,2024-01-27,Estafeta
1422,Puebla,Monterrey,40.8,delivered,2024-02-04,FedEx
1423,Monterrey,Cancún,22.3,delivered,2024-02-24,Redpack
1424,guadalajara,Monterrey,129.1,failed,2024-02-01,Redpack
1425,monterrey,Puebla,7.4,delivered,2024-03-11,DHL
1426,Puebla,León,,delivered,2024-06-17,DHL
1427,Tijuana,León,32.5,in_transit,2024-03-02,Redpack
1428,CDMX,Guadalajara,29.9,delivered,2024-05-15,Estafeta
1429,monterrey,Guadalajara,42.0,delivered,2024-04-17,DHL
1430,guadalajara,CDMX,,delivered,2024-01-18,Estafeta
1431,Tijuana,CDMX,47.5,failed,2024-04-11,Estafeta
1432,cdmx,Puebla,4.6,failed,2024-05-17,DHL
1433,Puebla,CDMX,25.8,delivered,2024-02-22,Estafeta
1434,cdmx,Cancún,41.8,delivered,2024-06-23,Estafeta
1435,cdmx,León,12.3,delivered,2024-03-03,Redpack
1436,CDMX,Puebla,3.2,delivered,2024-06-19,FedEx
1437,Monterrey,León,1.1,delivered,2024-05-07,Estafeta
1438,Guadalajara,Tijuana,39.2,delivered,2024-03-09,FedEx
1439,monterrey,Puebla,3.7,delivered,2024-05-27,Redpack
1440,guadalajara,Cancún,25.2,delivered,2024-05-25,Estafeta
1441,Guadalajara,Tijuana,44.8,delivered,2024-06-21,DHL
1442,Monterrey,CDMX,1.1,in_transit,2024-01-12,Estafeta
1443,cdmx,Guadalajara,48.0,failed,2024-01-10,Redpack
1444,Tijuana,Guadalajara,45.8,delivered,2024-03-22,FedEx
1445,monterrey,CDMX,45.1,delivered,2024-02-15,FedEx
1446,cdmx,Monterrey,43.4,delivered,2024-03-20,FedEx
1447,guadalajara,CDMX,14.9,failed,2024-03-18,DHL
1448,guadalajara,Tijuana,24.9,failed,2024-02-20,DHL
1449,Guadalajara,CDMX,1.7,delivered,2024-05-18,FedEx
1450,monterrey,CDMX,19.1,delivered,2024-03-19,DHL
1451,Tijuana,Puebla,3.5,delivered,2024-02-06,FedEx
1452,Monterrey,Guadalajara,26.2,delivered,2024-06-28,Redpack
1453,CDMX,Cancún,135.4,delivered,2024-04-10,FedEx
1454,cdmx,León,12.2,delivered,2024-03-07,Redpack
1455,monterrey,Tijuana,12.1,delivered,2024-02-21,FedEx
1456,Guadalajara,CDMX,23.6,delivered,2024-04-14,Estafeta
1457,Tijuana,Puebla,13.6,delivered,2024-01-31,DHL
1458,Puebla,León,2.5,delivered,2024-03-24,FedEx
1459,Tijuana,Guadalajara,2.9,delivered,2024-03-17,DHL
1460,Monterrey,Puebla,28.0,delivered,2024-05-20,FedEx
1461,guadalajara,CDMX,7.4,delivered,2024-01-04,DHL
1462,Guadalajara,Monterrey,18.9,delivered,2024-06-10,Estafeta
1463,CDMX,Monterrey,10.3,in_transit,2024-06-14,DHL
1464,CDMX,Tijuana,47.1,delivered,2024-01-13,Redpack
1465,cdmx,Puebla,,in_transit,2024-06-23,DHL
1466,monterrey,Guadalajara,14.1,delivered,2024-04-24,FedEx
1467,Tijuana,León,20.9,in_transit,2024-05-20,FedEx
1468,CDMX,Tijuana,21.3,failed,2024-06-13,DHL
1469,Monterrey,Puebla,18.3,in_transit,2024-05-19,Estafeta
1470,monterrey,Puebla,1.8,delivered,2024-06-01,FedEx
1471,Puebla,CDMX,23.8,failed,2024-04-01,DHL
1472,Guadalajara,CDMX,12.4,delivered,2024-05-16,DHL
1473,cdmx,Tijuana,49.6,delivered,2024-02-14,DHL
1474,monterrey,León,45.7,delivered,2024-01-08,DHL
1475,Tijuana,Puebla,9.2,delivered,2024-01-10,FedEx
1476,Tijuana,Cancún,26.6,delivered,2024-01-01,DHL
1477,Guadalajara,Tijuana,46.0,delivered,2024-03-23,FedEx
1478,Guadalajara,Cancún,7.5,failed,2024-01-29,Estafeta
1479,CDMX,Tijuana,33.3,delivered,2024-05-30,Estafeta
1480,Puebla,Guadalajara,8.3,in_transit,2024-04-21,Estafeta
1481,Guadalajara,León,34.8,delivered,2024-06-06,DHL
1482,Guadalajara,Puebla,34.6,delivered,2024-02-02,FedEx
1483,cdmx,Cancún,,delivered,2024-06-03,DHL
1484,CDMX,Puebla,37.4,delivered,2024-03-01,Estafeta
1485,Guadalajara,León,4.9,delivered,2024-06-20,Redpack
1486,Monterrey,Tijuana,34.8,delivered,2024-03-30,FedEx
1487,Monterrey,CDMX,36.8,in_transit,2024-02-12,Redpack
1488,cdmx,Tijuana,5.5,failed,2024-05-02,DHL
1489,Guadalajara,Puebla,null,delivered,2024-01-09,FedEx
1490,monterrey,Tijuana,4.2,in_transit,2024-02-13,DHL
1491,CDMX,Cancún,48.9,failed,2024-03-27,Redpack
1492,Monterrey,Puebla,8.7,delivered,2024-04-21,FedEx
1493,CDMX,Tijuana,9.9,failed,2024-06-27,Estafeta
1494,Puebla,Guadalajara,3.0,failed,2024-05-26,Redpack
1495,Guadalajara,CDMX,21.7,failed,2024-03-16,Redpack
1496,Tijuana,CDMX,,delivered,2024-02-13,FedEx
1497,guadalajara,CDMX,20.2,delivered,2024-05-05,FedEx
1498,cdmx,Guadalajara,19.4,in_transit,2024-02-17,FedEx
1499,Puebla,Tijuana,11.7,failed,2024-03-09,FedEx
1500,Guadalajara,León,4.7,failed,2024-03-29,Redpack
1501,Tijuana,Cancún,null,failed,2024-04-09,Redpack
1502,guadalajara,Cancún,24.1,in_transit,2024-01-21,FedEx
1503,Guadalajara,CDMX,22.7,delivered,2024-02-12,DHL
1504,Guadalajara,CDMX,49.4,delivered,2024-04-21,DHL
1505,Puebla,Guadalajara,45.8,delivered,2024-01-18,Redpack
1506,cdmx,Cancún,14.2,delivered,2024-04-27,Redpack
1507,CDMX,Puebla,28.5,delivered,2024-05-29,FedEx
1508,CDMX,Tijuana,44.1,delivered,2024-04-15,Redpack
1509,guadalajara,Cancún,2.4,in_transit,2024-03-11,DHL
1510,cdmx,Monterrey,44.0,delivered,2024-06-25,FedEx
1511,guadalajara,Tijuana,1.5,delivered,2024-03-18,Estafeta
1512,guadalajara,León,48.6,delivered,2024-02-28,Estafeta
1513,guadalajara,Tijuana,21.1,delivered,2024-06-14,DHL
1514,guadalajara,Monterrey,20.7,failed,2024-05-04,Estafeta
1515,Monterrey,Cancún,3.7,in_transit,2024-05-09,DHL
1516,Monterrey,Guadalajara,41.7,delivered,2024-01-15,FedEx
1517,guadalajara,CDMX,35.4,delivered,2024-03-11,Redpack
1518,cdmx,León,34.2,delivered,2024-03-02,Redpack
1519,guadalajara,Monterrey,24.0,delivered,2024-05-21,Estafeta
1520,Guadalajara,Tijuana,34.6,delivered,2024-03-13,Redpack
1521,Monterrey,Guadalajara,39.1,delivered,2024-02-24,DHL
1522,Tijuana,Guadalajara,25.9,delivered,2024-06-23,Redpack
1523,Guadalajara,León,40.1,delivered,2024-02-27,Estafeta
1524,Puebla,Tijuana,42.7,delivered,2024-04-27,DHL
1525,guadalajara,Tijuana,41.3,failed,2024-04-11,FedEx
1526,Monterrey,Cancún,48.3,failed,2024-04-05,Estafeta
1527,Puebla,León,122.1,delivered,2024-03-11,Estafeta
1528,Puebla,León,44.7,delivered,2024-03-17,DHL
1529,Tijuana,CDMX,40.2,in_transit,2024-06-02,Estafeta
1530,Guadalajara,León,,delivered,2024-05-07,Estafeta
1531,cdmx,Puebla,2.2,delivered,2024-05-26,Estafeta
1532,Tijuana,León,39.4,delivered,2024-06-20,Estafeta
1533,Guadalajara,León,9.5,in_transit,2024-01-25,DHL
1534,Puebla,León,38.3,delivered,2024-02-16,FedEx
1535,Tijuana,Guadalajara,43.6,delivered,2024-04-17,Estafeta
1536,Puebla,Cancún,42.6,delivered,2024-04-30,FedEx
1537,guadalajara,Monterrey,43.4,failed,2024-04-07,Estafeta
1538,cdmx,Monterrey,8.0,delivered,2024-02-21,Redpack
1539,guadalajara,Monterrey,35.9,in_transit,2024-01-21,Estafeta
1540,Guadalajara,Tijuana,0.7,delivered,2024-03-11,DHL
1541,Guadalajara,Puebla,39.1,failed,2024-02-03,Redpack
1542,cdmx,Puebla,24.1,delivered,2024-01-02,DHL
1543,monterrey,CDMX,38.0,delivered,2024-05-15,FedEx
1544,Monterrey,León,11.7,delivered,2024-03-29,DHL
1545,CDMX,Puebla,15.7,delivered,2024-01-17,Estafeta
1546,Puebla,Tijuana,30.0,in_transit,2024-03-27,DHL
1547,monterrey,Puebla,9.8,delivered,2024-04-13,DHL
1548,Tijuana,León,11.0,failed,2024-01-06,DHL
1549,CDMX,Tijuana,39.7,delivered,2024-04-06,FedEx
1550,Monterrey,León,268.9,delivered,2024-01-13,Redpack
1551,guadalajara,Puebla,13.0,delivered,2024-06-28,DHL
1552,Monterrey,Tijuana,5.5,delivered,2024-05-13,DHL
1553,cdmx,Monterrey,31.1,delivered,2024-03-13,FedEx
1554,guadalajara,Monterrey,39.0,delivered,2024-05-13,Estafeta
1555,cdmx,Tijuana,27.6,in_transit,2024-02-23,Estafeta
1556,Tijuana,CDMX,,delivered,2024-01-23,Redpack
1557,Guadalajara,CDMX,4.2,delivered,2024-01-26,DHL
1558,guadalajara,Tijuana,3.0,delivered,2024-02-14,Estafeta
1559,monterrey,León,37.1,delivered,2024-01-25,FedEx
1560,Guadalajara,León,16.8,failed,2024-04-22,Estafeta
1561,CDMX,Tijuana,9.6,in_transit,2024-04-12,Redpack
1562,Puebla,Tijuana,24.2,delivered,2024-04-17,FedEx
1563,Guadalajara,León,49.1,delivered,2024-02-10,Redpack
1564,guadalajara,Cancún,9.5,delivered,2024-04-07,FedEx
1565,Guadalajara,Puebla,6.1,in_transit,2024-04-15,FedEx
1566,CDMX,Tijuana,1.1,failed,2024-06-22,DHL
1567,monterrey,Cancún,35.2,in_transit,2024-01-25,DHL
1568,guadalajara,Tijuana,32.2,failed,2024-02-08,FedEx
1569,Monterrey,León,25.5,in_transit,2024-04-30,DHL
1570,CDMX,Puebla,16.9,delivered,2024-03-12,DHL
1571,cdmx,Puebla,4.4,failed,2024-04-23,Redpack
1572,CDMX,Puebla,6.4,delivered,2024-05-07,FedEx
1573,cdmx,Puebla,,delivered,2024-05-20,FedEx
1574,Puebla,Cancún,32.9,delivered,2024-04-26,Estafeta
1575,Monterrey,Guadalajara,16.9,failed,2024-06-07,Redpack
1576,monterrey,León,5.3,delivered,2024-06-17,FedEx
1577,monterrey,Tijuana,48.2,failed,2024-03-15,Estafeta
1578,CDMX,Monterrey,24.9,delivered,2024-04-14,Estafeta
1579,Tijuana,Monterrey,42.7,in_transit,2024-02-25,DHL
1580,monterrey,CDMX,2.8,failed,2024-06-11,FedEx
1581,guadalajara,Puebla,47.8,in_transit,2024-02-04,FedEx
1582,Monterrey,Cancún,42.0,failed,2024-05-03,DHL
1583,Guadalajara,León,5.6,failed,2024-06-17,Estafeta
1584,cdmx,Puebla,45.8,delivered,2024-03-04,Redpack
1585,monterrey,Tijuana,7.1,failed,2024-04-15,Estafeta
1586,monterrey,León,27.9,delivered,2024-02-25,DHL
1587,Puebla,León,33.8,delivered,2024-06-15,Estafeta
1588,CDMX,Tijuana,29.3,in_transit,2024-06-19,Estafeta
1589,cdmx,Monterrey,1.8,delivered,2024-02-07,FedEx
1590,Tijuana,Guadalajara,8.5,delivered,2024-03-14,DHL
1591,Monterrey,León,10.6,delivered,2024-05-18,Estafeta
1592,guadalajara,CDMX,33.9,delivered,2024-05-23,Redpack
1593,Tijuana,Cancún,40.0,delivered,2024-03-14,Redpack
1594,cdmx,Puebla,48.8,failed,2024-03-21,FedEx
1595,Monterrey,León,31.2,delivered,2024-04-23,Estafeta
1596,Tijuana,León,15.1,delivered,2024-02-15,DHL
1597,Guadalajara,León,19.2,delivered,2024-04-19,Estafeta
1598,Guadalajara,Monterrey,13.1,in_transit,2024-03-25,DHL
1599,Monterrey,Guadalajara,30.0,failed,2024-06-09,Estafeta
1600,guadalajara,Cancún,4.1,failed,2024-03-22,DHL
1601,Guadalajara,Cancún,null,delivered,2024-05-09,Redpack
1602,cdmx,Monterrey,44.2,delivered,2024-06-18,Estafeta
1603,monterrey,Tijuana,37.8,in_transit,2024-05-15,FedEx
1604,CDMX,León,12.4,failed,2024-06-13,DHL
1605,Monterrey,León,19.4,in_transit,2024-01-30,Estafeta
1606,Puebla,CDMX,41.2,failed,2024-04-05,Redpack
1607,guadalajara,CDMX,32.8,failed,2024-03-23,FedEx
1608,CDMX,Guadalajara,38.8,delivered,2024-05-16,FedEx
1609,Tijuana,León,11.1,in_transit,2024-06-24,FedEx
1610,Tijuana,Cancún,44.0,delivered,2024-04-21,DHL
1611,Monterrey,Puebla,2.4,delivered,2024-01-19,DHL
1612,Puebla,Cancún,null,delivered,2024-02-28,Redpack
1613,cdmx,Puebla,21.9,in_transit,2024-01-05,FedEx
1614,Monterrey,León,3.6,delivered,2024-05-29,FedEx
1615,monterrey,Cancún,259.5,failed,2024-03-18,FedEx
1616,Puebla,Tijuana,41.2,in_transit,2024-01-08,DHL
1617,Tijuana,Monterrey,39.9,delivered,2024-05-19,DHL
1618,Puebla,León,48.3,delivered,2024-06-14,FedEx
1619,Guadalajara,CDMX,,failed,2024-05-26,Redpack
1620,CDMX,Tijuana,37.2,delivered,2024-03-29,Redpack
1621,Guadalajara,Monterrey,31.0,delivered,2024-03-05,FedEx
1622,Guadalajara,León,42.7,in_transit,2024-05-20,FedEx
1623,Puebla,León,null,delivered,2024-01-26,Redpack
1624,monterrey,Tijuana,32.9,delivered,2024-01-26,FedEx
1625,Tijuana,Guadalajara,16.8,delivered,2024-06-17,DHL
1626,monterrey,Tijuana,8.8,delivered,2024-03-21,DHL
1627,cdmx,Tijuana,7.1,in_transit,2024-03-25,Redpack
1628,guadalajara,Tijuana,24.6,delivered,2024-01-28,FedEx
1629,Puebla,Monterrey,10.2,delivered,2024-06-09,FedEx
1630,Monterrey,Cancún,40.7,in_transit,2024-05-28,DHL
1631,Monterrey,Cancún,44.8,in_transit,2024-05-18,DHL
1632,monterrey,Puebla,38.7,delivered,2024-03-15,Redpack
1633,CDMX,Puebla,1.0,failed,2024-03-02,DHL
1634,Guadalajara,Puebla,28.5,delivered,2024-05-24,Redpack
1635,monterrey,CDMX,24.6,delivered,2024-01-17,Estafeta
1636,Tijuana,CDMX,26.1,in_transit,2024-04-02,Redpack
1637,guadalajara,CDMX,,delivered,2024-06-15,FedEx
1638,Puebla,León,27.4,in_transit,2024-02-14,Redpack
1639,monterrey,Cancún,41.9,delivered,2024-05-12,Redpack
1640,Tijuana,Cancún,41.0,in_transit,2024-03-29,Redpack
1641,Monterrey,Cancún,22.3,delivered,2024-02-28,Estafeta
1642,Tijuana,Monterrey,18.4,delivered,2024-01-31,Redpack
1643,monterrey,León,33.9,delivered,2024-05-02,DHL
1644,cdmx,Monterrey,6.8,delivered,2024-05-31,DHL
1645,Monterrey,Cancún,8.7,failed,2024-02-16,Redpack
1646,Monterrey,León,41.2,delivered,2024-01-22,Redpack
1647,guadalajara,Puebla,41.6,delivered,2024-06-02,DHL
1648,Puebla,Monterrey,17.5,failed,2024-04-26,FedEx
1649,Tijuana,Puebla,5.9,failed,2024-02-21,Redpack
1650,Guadalajara,Cancún,200.4,failed,2024-06-06,FedEx
1651,CDMX,Monterrey,7.0,failed,2024-06-03,FedEx
1652,cdmx,Cancún,43.8,failed,2024-06-27,Redpack
1653,Tijuana,Puebla,19.4,failed,2024-05-30,FedEx
1654,cdmx,Guadalajara,38.4,delivered,2024-01-22,Redpack
1655,Puebla,Monterrey,,failed,2024-01-02,FedEx
1656,Monterrey,Puebla,34.5,in_transit,2024-03-21,Estafeta
1657,CDMX,Guadalajara,29.5,failed,2024-03-07,Redpack
1658,monterrey,Cancún,34.2,in_transit,2024-02-22,Redpack
1659,Guadalajara,Tijuana,24.4,failed,2024-03-19,Estafeta
1660,cdmx,León,43.3,delivered,2024-01-31,Redpack
1661,Guadalajara,CDMX,20.3,failed,2024-03-27,FedEx
1662,Guadalajara,Puebla,0.8,delivered,2024-01-24,Redpack
1663,cdmx,Monterrey,null,delivered,2024-02-26,FedEx
1664,Monterrey,León,49.2,failed,2024-06-06,Estafeta
1665,Monterrey,Guadalajara,22.2,failed,2024-02-21,Estafeta
1666,Tijuana,CDMX,25.8,delivered,2024-06-27,DHL
1667,Monterrey,Tijuana,0.5,delivered,2024-02-10,Estafeta
1668,cdmx,Tijuana,20.6,failed,2024-02-21,FedEx
1669,CDMX,Monterrey,36.4,failed,2024-05-23,Estafeta
1670,monterrey,Tijuana,48.2,in_transit,2024-04-26,FedEx
1671,Puebla,Monterrey,5.8,failed,2024-01-19,Estafeta
1672,monterrey,CDMX,47.9,failed,2024-05-17,Estafeta
1673,guadalajara,Puebla,38.6,in_transit,2024-03-27,Redpack
1674,Monterrey,Puebla,3.8,delivered,2024-06-11,DHL
1675,monterrey,Puebla,26.1,delivered,2024-01-03,DHL
1676,Puebla,CDMX,37.6,delivered,2024-03-28,DHL
1677,guadalajara,Tijuana,44.8,delivered,2024-03-09,DHL
1678,guadalajara,León,36.9,delivered,2024-03-08,DHL
1679,Tijuana,Monterrey,18.1,delivered,2024-01-28,FedEx
1680,guadalajara,Cancún,,delivered,2024-05-18,Redpack
1681,monterrey,Cancún,45.0,delivered,2024-05-27,Redpack
1682,Guadalajara,Cancún,11.5,delivered,2024-05-27,FedEx
1683,cdmx,Puebla,2.1,in_transit,2024-03-29,DHL
1684,guadalajara,CDMX,23.3,delivered,2024-06-25,FedEx
1685,Tijuana,Puebla,16.6,delivered,2024-06-05,DHL
1686,Puebla,Monterrey,47.9,delivered,2024-03-28,DHL
1687,guadalajara,Puebla,35.2,delivered,2024-04-05,Redpack
1688,Puebla,Tijuana,7.0,delivered,2024-05-27,FedEx
1689,Puebla,Monterrey,42.9,delivered,2024-02-20,DHL
1690,guadalajara,CDMX,25.2,failed,2024-06-10,Estafeta
1691,guadalajara,Tijuana,43.0,in_transit,2024-01-13,FedEx
1692,Guadalajara,CDMX,13.1,delivered,2024-06-10,Redpack
1693,monterrey,Tijuana,28.2,delivered,2024-03-06,FedEx
1694,cdmx,Monterrey,34.1,delivered,2024-06-04,DHL
1695,Puebla,Guadalajara,25.8,delivered,2024-04-24,Redpack
1696,Puebla,Tijuana,7.7,delivered,2024-02-12,Redpack
1697,cdmx,Monterrey,null,delivered,2024-03-28,Estafeta
1698,monterrey,León,13.7,in_transit,2024-06-14,Estafeta
1699,guadalajara,Tijuana,26.3,in_transit,2024-04-25,DHL
1700,Guadalajara,CDMX,12.1,delivered,2024-03-05,DHL
1701,Guadalajara,Puebla,122.1,failed,2024-05-01,FedEx
1702,Monterrey,Puebla,49.8,delivered,2024-01-27,DHL
1703,CDMX,León,19.8,delivered,2024-02-28,Estafeta
1704,guadalajara,León,26.6,delivered,2024-02-13,FedEx
1705,monterrey,Tijuana,23.6,delivered,2024-05-18,Redpack
1706,Guadalajara,León,29.7,failed,2024-04-26,Redpack
1707,Puebla,Guadalajara,11.7,in_transit,2024-01-23,Estafeta
1708,monterrey,Puebla,15.5,failed,2024-01-01,DHL
1709,monterrey,Tijuana,0.9,in_transit,2024-05-05,Estafeta
1710,Monterrey,Puebla,30.1,failed,2024-01-02,Estafeta
1711,Tijuana,Puebla,22.1,delivered,2024-03-04,Redpack
1712,cdmx,Guadalajara,21.4,failed,2024-03-02,Estafeta
1713,Puebla,León,40.5,delivered,2024-04-15,FedEx
1714,Guadalajara,Monterrey,32.0,in_transit,2024-06-07,Estafeta
1715,guadalajara,Monterrey,8.0,delivered,2024-05-16,DHL
1716,CDMX,Tijuana,35.9,delivered,2024-01-03,FedEx
1717,Guadalajara,CDMX,17.4,in_transit,2024-03-20,Estafeta
1718,guadalajara,León,16.8,delivered,2024-02-07,Estafeta
1719,cdmx,Monterrey,9.5,in_transit,2024-03-05,FedEx
1720,CDMX,León,38.7,delivered,2024-04-23,FedEx
1721,Tijuana,Puebla,5.2,delivered,2024-06-19,Redpack
1722,cdmx,León,46.8,delivered,2024-02-10,FedEx
1723,Puebla,Tijuana,10.3,delivered,2024-01-14,FedEx
1724,Tijuana,León,1.2,failed,2024-03-11,FedEx
1725,cdmx,Guadalajara,,failed,2024-01-11,Redpack
1726,Guadalajara,Tijuana,12.8,delivered,2024-05-07,Estafeta
1727,Monterrey,CDMX,8.1,delivered,2024-05-17,DHL
1728,guadalajara,Monterrey,28.1,delivered,2024-06-14,Redpack
1729,Tijuana,CDMX,18.2,delivered,2024-02-04,FedEx
1730,guadalajara,León,15.1,in_transit,2024-06-27,DHL
1731,Guadalajara,Cancún,36.8,failed,2024-03-11,DHL
1732,CDMX,Cancún,15.1,failed,2024-03-08,Estafeta
1733,guadalajara,CDMX,25.5,delivered,2024-02-17,Estafeta
1734,Tijuana,Guadalajara,33.1,in_transit,2024-05-17,DHL
1735,guadalajara,Cancún,14.5,delivered,2024-04-14,FedEx
1736,CDMX,Cancún,2.7,delivered,2024-02-03,FedEx
1737,Tijuana,CDMX,5.4,in_transit,2024-05-26,Redpack
1738,Puebla,CDMX,30.5,delivered,2024-01-19,DHL
1739,guadalajara,CDMX,32.1,failed,2024-04-02,Redpack
1740,monterrey,León,null,delivered,2024-06-06,FedEx
1741,CDMX,Tijuana,null,failed,2024-02-25,FedEx
1742,CDMX,León,19.6,failed,2024-02-19,DHL
1743,Guadalajara,Cancún,21.1,failed,2024-01-28,Estafeta
1744,guadalajara,León,44.2,delivered,2024-02-12,Redpack
1745,monterrey,León,49.9,delivered,2024-04-23,Estafeta
1746,monterrey,Tijuana,31.8,failed,2024-03-23,DHL
1747,Tijuana,Puebla,46.3,delivered,2024-03-06,Redpack
1748,guadalajara,Puebla,,delivered,2024-01-09,FedEx
1749,Guadalajara,Tijuana,,delivered,2024-02-26,Estafeta
1750,Monterrey,León,46.0,failed,2024-05-10,DHL
1751,CDMX,Monterrey,8.2,delivered,2024-03-08,DHL
1752,Tijuana,Guadalajara,5.0,failed,2024-04-12,DHL
1753,CDMX,León,24.4,failed,2024-05-04,FedEx
1754,Puebla,CDMX,29.0,delivered,2024-01-21,Estafeta
1755,monterrey,Puebla,43.5,failed,2024-02-28,FedEx
1756,cdmx,Monterrey,2.5,failed,2024-05-18,DHL
1757,monterrey,Cancún,8.1,in_transit,2024-06-21,Redpack
1758,CDMX,Guadalajara,39.4,delivered,2024-02-07,Estafeta
1759,CDMX,Puebla,2.9,delivered,2024-04-12,FedEx
1760,cdmx,Cancún,35.0,in_transit,2024-02-04,DHL
1761,guadalajara,Puebla,10.2,failed,2024-06-06,DHL
1762,Tijuana,CDMX,21.8,failed,2024-06-24,FedEx
1763,CDMX,León,18.6,delivered,2024-02-18,Estafeta
1764,Monterrey,Tijuana,17.8,failed,2024-04-23,DHL
1765,guadalajara,CDMX,12.1,delivered,2024-06-24,DHL
1766,CDMX,Monterrey,12.5,delivered,2024-06-07,Estafeta
1767,Monterrey,Tijuana,6.0,in_transit,2024-04-25,FedEx
1768,monterrey,Guadalajara,11.0,failed,2024-05-19,Estafeta
1769,guadalajara,Cancún,7.5,delivered,2024-06-27,Redpack
1770,Monterrey,Tijuana,14.6,failed,2024-06-27,Estafeta
1771,Monterrey,Puebla,0.9,delivered,2024-04-09,Estafeta
1772,CDMX,Monterrey,44.2,delivered,2024-04-08,Redpack
1773,CDMX,Tijuana,30.1,delivered,2024-01-23,DHL
1774,guadalajara,Cancún,1.6,failed,2024-03-04,Estafeta
1775,monterrey,Puebla,8.3,delivered,2024-03-29,Estafeta
1776,Puebla,Monterrey,48.9,delivered,2024-03-11,Estafeta
1777,cdmx,Monterrey,47.5,delivered,2024-02-27,Estafeta
1778,cdmx,León,36.6,failed,2024-05-13,DHL
1779,cdmx,Guadalajara,21.6,failed,2024-03-20,Estafeta
1780,guadalajara,Cancún,32.8,failed,2024-05-28,DHL
1781,Guadalajara,Tijuana,45.0,in_transit,2024-02-04,DHL
1782,Guadalajara,Tijuana,null,delivered,2024-05-16,DHL
1783,monterrey,Guadalajara,38.4,in_transit,2024-04-15,Estafeta
1784,guadalajara,León,44.8,delivered,2024-03-11,DHL
1785,CDMX,Guadalajara,38.2,failed,2024-06-05,Estafeta
1786,Tijuana,Cancún,34.5,delivered,2024-04-01,Redpack
1787,Guadalajara,Cancún,23.7,delivered,2024-06-15,DHL
1788,cdmx,Puebla,8.6,delivered,2024-02-27,Redpack
1789,Monterrey,Tijuana,11.5,delivered,2024-06-20,DHL
1790,CDMX,Guadalajara,49.3,in_transit,2024-06-06,Estafeta
1791,guadalajara,Monterrey,38.9,in_transit,2024-06-04,Estafeta
1792,cdmx,Cancún,28.8,failed,2024-05-17,FedEx
1793,CDMX,Puebla,43.9,failed,2024-03-03,Redpack
1794,Monterrey,Cancún,38.4,delivered,2024-01-13,Estafeta
1795,guadalajara,Puebla,38.8,in_transit,2024-03-14,DHL
1796,cdmx,Tijuana,3.2,delivered,2024-05-12,Redpack
1797,guadalajara,CDMX,6.1,failed,2024-05-29,DHL
1798,cdmx,Puebla,1.7,failed,2024-04-26,DHL
1799,guadalajara,CDMX,34.7,delivered,2024-02-11,FedEx
1800,CDMX,León,18.5,in_transit,2024-05-14,DHL
1801,cdmx,Cancún,38.5,failed,2024-03-26,DHL
1802,Guadalajara,Monterrey,35.7,delivered,2024-04-17,Estafeta
1803,guadalajara,Tijuana,6.3,delivered,2024-02-03,FedEx
1804,Puebla,CDMX,42.8,delivered,2024-05-19,Redpack
1805,Tijuana,Monterrey,24.0,in_transit,2024-04-14,FedEx
1806,Monterrey,Guadalajara,14.3,failed,2024-06-09,DHL
1807,Monterrey,Guadalajara,32.8,delivered,2024-01-10,FedEx
1808,Puebla,Guadalajara,2.9,delivered,2024-04-16,DHL
1809,Puebla,Cancún,35.1,failed,2024-05-26,DHL
1810,guadalajara,León,46.6,delivered,2024-01-24,Estafeta
1811,monterrey,Puebla,38.0,delivered,2024-05-20,Estafeta
1812,guadalajara,Monterrey,43.0,failed,2024-03-25,Redpack
1813,Tijuana,León,3.4,failed,2024-05-26,FedEx
1814,guadalajara,León,46.7,delivered,2024-06-29,Redpack
1815,monterrey,Tijuana,49.8,delivered,2024-03-31,Redpack
1816,guadalajara,Puebla,44.2,delivered,2024-02-29,DHL
1817,Monterrey,CDMX,,delivered,2024-06-09,DHL
1818,cdmx,Puebla,,failed,2024-03-30,DHL
1819,Monterrey,León,14.4,delivered,2024-01-18,Estafeta
1820,monterrey,CDMX,17.0,failed,2024-04-11,FedEx
1821,Guadalajara,Monterrey,17.2,in_transit,2024-06-21,Redpack
1822,Monterrey,León,8.2,failed,2024-04-27,Estafeta
1823,guadalajara,Puebla,3.3,delivered,2024-05-13,Estafeta
1824,Monterrey,Guadalajara,16.9,delivered,2024-03-31,DHL
1825,Puebla,CDMX,19.1,delivered,2024-05-16,Redpack
1826,Guadalajara,Cancún,39.2,delivered,2024-03-19,FedEx
1827,Puebla,Tijuana,276.6,in_transit,2024-04-05,Estafeta
1828,Tijuana,Cancún,6.1,delivered,2024-01-10,FedEx
1829,guadalajara,Cancún,,failed,2024-05-03,DHL
1830,Tijuana,Guadalajara,36.8,delivered,2024-05-14,Estafeta
1831,Guadalajara,CDMX,46.9,delivered,2024-06-22,DHL
1832,Monterrey,Puebla,43.3,delivered,2024-01-30,Estafeta
1833,Monterrey,León,43.7,in_transit,2024-03-26,FedEx
1834,CDMX,Cancún,37.4,failed,2024-01-06,Estafeta
1835,Tijuana,Guadalajara,14.7,delivered,2024-05-16,Redpack
